faq_id,faq_added_utc,faq_updated_utc,faq_author,content_title,content_text,tags,faq_thresholds,faq_weight,faq_questions,faq_contexts
79,1652278495000,1652278495000,Sam,COVID-19 - Vaccine and getting pregnant,"*I am planning to become pregnant - should I get the COVID-19 vaccine?*

If eligible, it is advisable for women who are planning to become pregnant to be vaccinated before pregnancy, ideally at least two months before the pregnancy starts, so that the vaccine will already be fully effective by the time you become pregnant.","['getting', 'pregnant', 'vaccine', 'covid']","[0.3, 0.3, 0.3, 0.3]",1,,
80,1652279163000,1652279163000,Sam,COVID-19 - Vaccine when breastfeeding,"*Can I be vaccinated if I am breastfeeding?*

Yes, there are no known risks for the baby if a breastfeeding mother gets vaccinated against COVID-19. There are many benefits for the baby if the mother is vaccinated.","['vaccine', 'breastfeeding', 'covid']","[0.3, 0.3, 0.3]",1,,
81,1652280039000,1652280039000,Sam,COVID-19 - How to get a vaccine when pregnant or bf,"*How will I be able to get a vaccine while I am pregnant or breastfeeding?*

Ask the nurse or doctor at the antenatal clinic or at the facility where your pregnancy has been confirmed, what are the local plans for vaccination of patients. Vaccines may be given at the antenatal clinic or you may be asked to go to another site for it. Ask also whether you need to register on the EVDS system or can go directly to the site.

The options for registration for vaccination with the Department of Health (EVDS) are shown below. You can register using one of these options:","['how', 'vaccine', 'breastfeeding', 'pregnant', 'covid']","[0.3, 0.3, 0.3, 0.3, 0.3]",1,,
82,1652282226000,1666095006761,Sam,Pre-eclampsia,"*Pre-eclampsia may bring risks during pregnancy*

Pre-eclampsia is a medical condition during pregnancy. It can be mild to severe. Women with pre-eclampsia have these symptoms:
- high blood pressure,
- protein in their urine,
- and swelling in their legs, feet, and hands.

Usually, pre-eclampsia starts in late pregnancy. But it may also come earlier or just after delivery. An estimated 5 to 8 percent of pregnant women are diagnosed with pre-eclampsia.

Pre-eclampsia can lead to eclampsia, a serious condition that can bring risks for mom and baby – and, in rare cases, cause death. The only cure for preeclampsia is to give birth.

*Signs of pre-eclampsia*

Beside swelling, protein in the urine and high blood pressure, pre-eclampsia symptoms include:
- Pain just below your ribs, especially in the upper right side,
- Severe headaches,
- Vomiting and nausea,
- Vision changes like flashing lights, floaters, or blurry vision.

Go to the clinic if you any of these symptoms 🏥.","['pre', 'eclampsia', 'pressure', 'high', 'blood']","[0.3, 0.3, 0.3, 0.3]",1,,
83,1652282697000,1663830693027,Sam,High blood pressure,"*High blood pressure is dangerous if unchecked*

If you develop high blood pressure during pregnancy, you have gestational hypertension. It can start after the 20th week of pregnancy, and usually goes away after baby is born.

A normal blood pressure is 120/80 or less. A high blood pressure is 140/90 or higher. High blood pressure is dangerous especially during pregnancy.

Your blood pressure will be checked at each of your clinic visits. If you have high blood pressure, it's likely you will receive medication to lower your blood pressure.

If high blood pressure during pregnancy is left untreated, there is a chance it will develop into Pre-eclampsia. This is a serious medical condition that needs urgent care 🏥.

*How to lower your blood pressure*
- Limit your salt intake,
- Drink lots of water,
- Eat healthy foods. ","['high', 'blood', 'pressure', 'check']","[0.3, 0.3, 0.3, 0.3]",1,,
84,1652283982000,1666095326572,Sam,Bladder infection,"*Bladder infection (Cystitis)*

A bladder infection, also called a cystitis, is common in pregnancy.  5 percent of pregnant women develop a bladder infection during their pregnancy.

*Symptoms*
- An urgent need to pee, or peeing more often
- Pain or cramping in your lower belly or back
- A burning feeling when you pee
- Urine that looks cloudy or has an odor
- Blood in your pee

*Preventing cystitis during pregnancy*
- Drink lots of water.
- Don't hold up. Go to the toilet whenever you need to pee
- Wear cotton underwear.
- Wipe from front to back. This goes for every bathroom visit.
- Eat healthy

If you have symptoms please go to the clinic 🏥.","['bladder', 'infection', 'pee', 'pain', 'itchy']","[0.3, 0.3, 0.3]",1,,
85,1652286431000,1663762369130,Sam,Sexually transmitted infections,"*Sexually transmitted infections (STIs)*

STI's are sexually transmitted infections that you can get by having unprotected sex with an infected person. During pregnancy STIs can make you and your baby very ill. Some STIs can pass to your baby in pregnancy. Others can be transmitted during birth.

*Symptoms of STIs*
- Bumps, sores, or warts near the mouth, anus, or vagina
- Swelling or redness near the vagina
- Skin rash
- Painful urination
- Discharge from the vagina
- Bleeding from the vagina other than during a monthly period
- Painful sex
- Severe itching of the vagina
- However sometimes there are no symptoms

If you suspect that you may have an STI you need to go to the clinic to get treated 🏥.

Condoms prevent STIs and HIV transmission. Please use protection, especially in pregnancy.","['sti', 'symptoms', 'pregnant']","[0.3, 0.3, 0.3]",1,,
86,1652286822000,1663762819408,Sam,Cough and night sweats could be TB,"*TB*

Tuberculosis (TB) is a  bacterial disease that usually affects the lungs.
During pregnancy your immune system is working hard to support your growing baby, so you it is more likely to get infections like TB. It's also easier to catch TB if you have HIV. TB during the pregnancy is not only dangerous for you but also for your baby.

*Symptoms of TB*
- Cough
- Fever
- Night sweats
- Weight loss

If you have any of these sign please go to the clinic 🏥.

*Treatment*
If you are being treated for TB, make sure to finish the whole course of medicines even if you feel fine. Stopping your medication before it is finished can make the TB come back.","['TB', 'symptoms', 'pregnant']","[0.3, 0.3, 0.3]",1,,
87,1652287137000,1663763551887,Sam,Itching skin,"*Itching skin*

If your skin is itching unbearably you may have obstetric cholestasis. This is a condition of the liver that causes bile salts to increase in your blood. It is not common and usually appears only in the last 10 weeks of pregnancy. The itching disappears within a couple of weeks of giving birth. Your clinic can help you manage it. Babies of women with cholestasis are at risk for stillbirth. Because of this they are often delivered early (usually around 37 weeks).

*Reasons to go to the clinic* 🏥
- If you have itching skin without a rash. Especially on your hands and feet","['itching', 'skin', 'causes']","[0.3, 0.3, 0.3]",1,,
88,1652287467000,1663763608951,Sam,Sore hands and wrists,"*Carpal tunnel syndrome*

If you have sore hands and wrists with numbness or tingling feeling you might have Carpal tunnel syndrome. Extra fluid in your wrists puts pressure on your nerves causing your hands to be sore. Carpal tunnel syndrome can happen at any point in your pregnancy and usually goes away after you have given birth.

If you have Carpal tunnel syndrome try to limit salt intake and drink lots of water to reduce fluid retention. Practise good posture and try cold-water baths for your hands. Doing rotation and flexing exercises of wrists can help reduce the pain. In severe cases a wrist brace or physiotherapy might be necessary.","['carpal', 'tunnel', 'syndrome']","[0.3, 0.3, 0.3]",1,,
89,1652288663000,1666098931685,Sam,Kidney infection,"*Kidney infection*

Acute pyelonephritis is a bacterial infection of the kidneys. In most cases, the infection first develops in the bladder. If it’s not treated, the infection may spread from the bladder to one or both kidneys. Pregnant women are more likely to develop pyelonephritis than non-pregnant women. This is due to changes in the body during pregnancy that affect the flow of urine.

*Symptoms of kidney infection*
- High fever and chills
- Pain on both sides of the lower back
- Nausea and vomiting
- The need to urinate often
- Painful while peeing
- Blood in the urine

If you have any of these symptoms please go to the clinic 🏥. Pyelonephritis is a serious medical condition that will need treatment.","['kidney', 'urine', 'blood', 'infection']","[0.3, 0.3, 0.3]",1,,
90,1652288950000,1663763751110,Sam,Bleeding gums during pregnancy,"*Bleeding gums*

About half of pregnant women have swollen and sensitive gums that bleed when brushed. This is called pregnancy gingivitis, a mild form of gum disease. Pregnancy gingivitis is caused by hormonal changes that make your gums more sensitive to the bacteria in plaque. Gum bleeding is typically not serious in pregnancy. Make sure you keep your teeth and gums clean by brushing twice daily.

*Reasons to go to the clinic* 🏥
- A toothache
- Painful gums that bleed frequently
- Other signs of gum disease like bad breath or loosening teeth
- Growths or bumps in your mouth","['bleeding', 'gums', 'causes']","[0.3, 0.3, 0.3]",1,,
91,1652289602000,1663845178942,Sam,Diabetes during pregnancy,"*Gestational diabetes*

Gestational diabetes happens in pregnancy if your blood sugar levels are high.

If gestational diabetes is not picked up, it can be dangerous to both mom and baby.

Diagnosing gestational diabetes early is very important, so you'll have your blood sugar checked at your clinic visit (usually at 6 months).

It can often be controlled with diet and exercise but sometimes medicine is needed to manage the condition.

*Possible signs of gestational diabetes include*
- dry mouth
- feeling very thirsty all the time
- needing to pee a lot
- exhaustion ","['gestational', 'diabetes', 'symptoms', 'causes']","[0.3, 0.3, 0.3, 0.3]",1,,
92,1652289870000,1663836875639,Sam,Support for abortion,"*Abortion (also called termination of pregnancy)*

Termination of pregnancy is legal in South Africa and you have the right to a safe abortion.

🏥 Please go to your government clinic to ask about free abortion services.

Or contact:

🔵 Marie Stopes
0800 11 77 85 (not toll free)
www.mariestopes.org.za

🔵 Life Link Pregnancy Crisis Centre
011 394 8560 / 083 562 6106  (toll free)

🔵 Johannesburg Child Welfare
011 298 8500 (toll free)

🔵 Choices Crisis Pregnancy Centre
021 852 6454 (not toll free)

🔵 Department of Social Services
021 483 5045 (toll free)

🔵 Birthline
021 761 4747 (toll free)

🔵 Heart Reach Pregnancy Centre
011 791 2633 / 082 330 1437 (not toll free)

🔵 Neo Birth Pregnancy Crisis Centre
012 342 3452 (not toll free)

*Adoption*
If you are unable to look after baby, please call one of these helplines for information on safely giving up a baby:

🔵  Baby Safe
072 116 5403 (toll free)
babysaverssa.co.za

🔵 The National Adoption Coalition
0800 864 658 (toll free 24-hour national helpline)","['abortion', 'places', 'risks']","[0.3, 0.3, 0.3]",1,,
93,1652290137000,1663839130321,Sam,Get emergency help,"*Emergency services*

Save the numbers below on your phone.

When you call emergency services be ready to explain:
• what the emergency is
• where the emergency is
• any important details (such as details of any injuries).

🚨Any emergency
112 (toll free)

🚑 Ambulance
10177 (This is not a toll-free number)

🚓Police flying squad
10111 (toll free)

Tip: Save some money every month for emergency transport as there are not always enough ambulances available.","['ambulance', 'emergency', 'transport']","[0.3, 0.3, 0.3]",1,,
94,1652290536000,1663765031381,Sam,Support for violence or abuse,"*Violence or abuse*

It is NOT OK if your partner or anyone hits you or shouts at you. You have the right to seek help.

Talk to a friend or a health worker for advice. You need to put your health and the health of your baby first.

📞 Stop Gender Violence helpline
0800 150 150
(24-hour number, free from a landline, normal rates apply from a cell phone)","['violence', 'abuse', 'report']","[0.3, 0.3, 0.3]",1,,
95,1652290728000,1663787846567,Sam,Support for adoption,"*Adoption*

For more information about putting up a baby for adoption, call:

🔵 The National Adoption Coalition
0800 864 658 (24-hour helpline)

🔵 Life Link Pregnancy Crisis Centre
011 394 8560 / 083 562 6106

🔵 Johannesburg Child Welfare
011 298 8500

🔵 Choices Crisis Pregnancy Centre
021 852 6454

🔵 Department of Social Services
021 483 5045

🔵 Birthline
021 761 4747

🔵 Baby Safe
072 116 5403
babysaverssa.co.za

(Normal phone rates apply when calling these numbers)","['adoption', 'paperwork', 'allowance']","[0.3, 0.3, 0.3]",1,,
96,1652290917000,1663765085938,Sam,Support for grants,"*Grants*

For information about child support, disability or any other grants, call

📞 Grant helpline
0800 601 011
Toll free from a landline, but normal cell phone rates apply when calling from a cell phone","['grants', 'foreigners', 'requirements']","[0.3, 0.3, 0.3]",1,,
97,1652291237000,1663765120243,Sam,Support for anxiety or depression,"*Anxiety and depression*

For information about mental health concerns, like feeling worried all the time or feeling depressed, call:

SA Depression & Anxiety Group helpline
0800 567 567 (Toll-free, runs up to 8pm)

Post-natal Depression Support Association
021 797 4498 (This is not a toll-free number)
www.pndsa.org.za

Post-natal Depression Helpline
082 882 0072 (This is not a toll-free number)

Lifeline
0860 322 322 (Toll free from a landline, but normal cell phone rates apply when calling from a cell phone)","['support', 'anxiety', 'depression']","[0.3, 0.3]",1,,
98,1652291701000,1663836998342,Sam,Support for alcohol and drug use,"*Drugs and alcohol*

❗ Drugs, alcohol and cigarettes are unsafe during pregnancy. They can increase the chance of miscarriage or stillbirth.

These substances, as well as some prescription medicines, can pass to baby. They can affect baby’s health and development.

*Get information and support* about substance abuse from this 24 hour helpline.

📞 Call 0800 12 13 14 (Toll free from a landline, but normal cell phone rates apply when calling from a cell phone)

🤳 Send an SMS to 32312 (not toll free)
","['drugs', 'alcohol']","[0.3, 0.3]",1,,
99,1652301309000,1663765186468,Sam,Support for breastfeeding,"*Breastfeeding*

La Leche League is an international non-profit organisation providing free breastfeeding support to families.

Contact your local Leader on one of the numbers below, or ask a question on their Facebook group:

❔ www.facebook.com/lalecheleaguesouthafrica

📞 Call: 011 425 5904 or 011 849 8250 or 021 872 5297 or 021 976 8537 (Normal cell phone rates apply when calling these numbers)
","['breastfeeding', 'support']","[0.3, 0.3]",1,,
100,1652301505000,1663845147957,Sam,Support for miscarriage and loss,"*Support for miscarriage and loss*

If you have had a miscarriage or stillbirth, you can opt out of receiving MomConnect messages by replying *STOP*. You will then be asked if you want to receive a few messages of support.

SADAG Mental Health Line
0800 567 567 (toll free, closes at 8pm)

CIPLA Mental Health Helpline
0800 456 789 (toll free, 24 hours)","['miscarriage', 'loss']","[0.3, 0.3]",1,,
101,1652301856000,1663787667290,Sam,Support for COVID-19,"*South Africa COVID-19 Helpline*

📱If you're looking for the latest facts from the South African National Department of Health, save the number +27600123456 and send 'hi' or tap on this link click wa.me/27600123456?text=hi.

🌐 You can also visit the South Africa Coronavirus website:  https://sacoronavirus.co.za/

📞 If you have any of the COVID-19 symptoms please phone your local health facility or the COVID-19 helpline (0800 029 999 tollfree) to find out if you should be tested.

","['support', 'covid', 'helpline']","[0.3, 0.3, 0.3]",1,,
102,1652302102000,1663765263389,Sam ,Support for HIV,"*Support for HIV/AIDS*

National AIDS Helpline: 0800 012 322

If you know of a man living with HIV who that needs support, he can join MenConnect. Share this link wa.me/27600636001?text=connect or tell him to send the word *CONNECT* to 060 063 6001 on WhatsApp.","['hiv', 'support']","[0.3, 0.3]",1,,
104,1652302371000,1663845122092,Sam,Safe exercise in pregnancy,"*Safe exercise helps you stay healthy during pregnancy*

Exercising during pregnancy is good for you and your baby. It improves your mood and fitness. It can help speed up your recovery after birth. Your baby may also get a brain health boost 🧠 and a heart that is more fit. Exercises like walking, dancing, swimming and yoga/stretching classes 🧘🏽‍♀️ are safe options during your pregnancy.

Thirty minutes of exercise for 5 days out of 7 is good for your heart and general health.

*What to do*
There are exercises you can do at home:
- Take three brisk 10-minute walks during the day 🚶🏽‍♀️,
- Walk up and down a flight of stairs. Support yourself using the rail,
- Clean the house 🧹 and yard (house work does counts as exercise!)
- Play your favourite music and dance 💃🏽.

*Ask at the clinic*
If you did not exercise before the pregnancy and are only starting now, ask a nurse/midwife at the clinic what is safe for you and baby. ","['pregnant', 'exercise', 'safety']","[0.3, 0.3]",1,,
105,1652302615000,1663845071962,Sam,Safe sex in pregnancy,"*Yes, sex is safe during a normal pregnancy*

You may worry if sex is safe during pregnancy. But if you have a normal pregnancy, it's safe to have sex. Your baby is protected by strong uterus muscles and the thick mucus plug that seals the cervix.

Some women experience an increased sex drive during pregnancy. Your vagina and breast may be more sensitive and your orgasms may be more intense. But a decrease in your sex drive is just as normal in pregnancy, it’s totally okay to not be in the mood. 🤷🏽‍♀️

*When to avoid sex*
- Your waters have broken 💦,
- You have vaginal bleeding 🩸,
- You are at risk for pre-term birth,
- You have been told that you have placenta previa,
- You are worried about sexually transmitted infections including HIV and do not have a condom,
- The nurse/midwife advised you against having sex. 🙅🏽‍♀️

*During sex*
- Do not put pressure on the belly
- Stop if sex becomes painful
- Spotting/bloody discharge can happen after having sex and is normal – but if you are actively bleeding or you are worried, please go to the clinic,
- Try sex positions that are more comfortable.","['sex', 'safe', 'pregnancy']","[0.3, 0.3, 0.3]",1,,
106,1652302849000,1663845053031,Sam,Breast changes in pregnancy,"*Expect breast changes during pregnancy*

Pregnancy brings many body changes – like changes to the shape, size and appearance of your breasts.

*First trimester (months 1 to 3)*
- Your breasts grow larger,
- They may become sore or tender,
- You may notice veins that are more blue and visible,
- Your areola (the ring around the nipple) becomes darker or more sensitive.

As pregnancy progresses, your breasts keep changing. A chemical in your body called prolactin increases your breast size and starts milk production.

*Second trimester (months 4 to 6)*
- Your milk ducts develop and you may need a larger bra size (or two) to be comfortable,
- Colostrum is the first type of breast milk your body makes. You may see this leaking into your bra. It is thicker and stickier than breast milk and very healthy for your baby.

*Third trimester (months 7 to 9)*
- Your breasts become heavier
- Your areola and nipples may grow darker
- Itchiness or dryness are normal because your skin has to stretch
- If you develop stretch marks, protect your skin with a moisturising cream.

*Ask at the clinic* 🏥
If you have questions or concerns about your breast shape or size, or other changes to your breasts, please visit the clinic to ask the nurse/midwife. ","['breast', 'changes', 'pregnancy']","[0.3, 0.3, 0.3]",1,,
107,1652303018000,1663845028688,Sam,Ultrasound scan to see baby,"*Ultrasound pregnancy scans let you see your baby*

An ultrasound scan allows the nurse/midwife or doctor 👩🏽‍⚕️ to see inside your uterus. The number of ultrasounds available to women will differ in rural and urban areas.

According to the SA Maternal guidelines, every pregnant woman should have at least 1 routine scan at around 18-20 weeks. This scan will confirm your due date, how many babies you are carrying and the location of the placenta.

However, sometimes the nurse/midwife feels it's necessary to refer you for extra ultrasound scans. These scans would be due to medical reasons. If you have a high risk pregnancy, you will need more regular hospital visits 🏥 and may have more ultrasound scans during your pregnancy.

*What to do*
- Go to all your pregnancy visits
- When referred for extra ultrasound scans, please make sure you attend these appointments 🗓️","['scans', 'clinic']","[0.3, 0.3]",1,,
108,1652303187000,1663845011552,Sam,Managing stress in pregnancy,"*How to handle stress and worry*

Pregnancy changes can make you more worried than usual.😕 But it's best for you and baby that you find ways to relax and enjoy pregnancy. If you're stressed and worried most of the time, get advice from someone you trust.

*What to do*
- Focus on being pregnant – talk to your baby 🗣️ and imagine what he is doing and feeling,
- Listen to your body – take breaks and short sleeps 😴 when tired or anxious,
- Eat healthy and drink lots of water🚰,
- Get enough sleep: to sleep more comfortably, lie on your side with pillows behind and in front of you 🛌🏽 – ask family members to look after other children you have,
- Exercise: walking 🚶🏽‍♀️, swimming, gentle stretching, deep breathing and time spent outdoors 🌳 will help you feel better,
- Take time to care for yourself each day – relax 💆🏽‍♀️ on your own or with a friend,
- Talk openly with someone you trust.👭🏽

*Reasons to go to the clinic* 🏥
Prepare mentally for the birth because it's easy to fear what you don't know. At your next clinic visit, find out where the delivery room is. Ask questions about the labour and delivery. Let the nurse/midwife know if you are feeling anxious.

For professional help, contact the 24-hour SADAG helpline on 0800 456 789.","['manageable', 'stress']","[0.3, 0.3]",1,,
109,1652303367000,1663836220348,Sam,Miscarriage and loss,"*What to do during and after a miscarriage*

If you have suffered a miscarriage, we're very sorry for your loss. 😢

Miscarriage is when you lose your baby within the first 20 weeks of pregnancy. Between one and two out of ten pregnancies ends in a miscarriage. It's important you know that a miscarriage usually happens for reasons that you have no control over.

Women are more likely to miscarry if they:
- are over 40,
- have had 2 or more miscarriages already,
- have chronic disease (like high blood pressure, diabetes or lupus) or infections (like HIV, mumps, rubella, measles, gonorrhea),
- smoke, drink and use drugs,
- are obese,
- fall pregnant again shortly after giving birth.

*Signs of miscarriage*
- Bleeding or spotting 🩸(finding blood spots on underpants or toilet paper),
- Bleeding followed by lower back pain or tummy pain that feels like cramps 💢,
- Baby's heartbeat 💓 cannot be found during an ANC visit.

*Reasons to go to the clinic* 🏥
Have someone go with you to the clinic immediately if you notice bleeding or cramping during pregnancy. Or if you think you already miscarried. Use a sanitary pad to catch any blood or fetal tissue (it will look greyish and may have blood clots). Don't use a tampon.

At the clinic, the nurse/midwife will confirm the miscarriage and check that all fetal tissue has come out.

*Coping after miscarriage*
You may feel grief, anger or vulnerability. Wait before trying for another pregnancy. Get help if you experience deep and ongoing sadness. Take time off work if you need it. Keep communicating with your partner in an open and honest way. Look after yourself. 🤗","['miscarriage', 'cope', 'age']","[0.3, 0.3, 0.3]",1,,
110,1652303608000,1663844992228,Sam,Prepare for labour,"*Prepare for labour by planning ahead*

As the time for labour gets closer, please start to save money 💵 for things like transport and airtime for your phone. Think about how you will get to the hospital.🏥 If you have children, decide who will stay home with them. It's also a good idea to decide who will go to the hospital with you. Choose someone reliable and let them know that you would like them to be your birth partner.

It's normal to be anxious for your upcoming birth, especially if it is your first. Try to read or watch videos about birth 📺 and discuss your fears when you are at the clinic for your pregnancy visits. The nurse/midwife at the clinic will discuss your birth plan with you.

*What to do*
By week 37 of pregnancy, please get a small bag ready for when you need to go to the hospital. Your bag should have:
- Your maternity record 📋 from the clinic
- A towel, facecloth and toiletries like soap 🧼, sanitary (or maternal) pads, toothbrush, toothpaste.
- Baby wipes, nappies, bum cream 🧴, cotton wool and surgical spirits.
- Clean clothes 👚 (and slippers/slops) for yourself and clothes for your baby.
- A blanket, hat and socks 🧦 to keep baby warm when you are ready to go home again.

*Reply 'BABY'*
Please reply BABY when you have given birth. This means that MomConnect can send messages about caring for your baby.","['labour', 'signs', 'preparing']","[0.3, 0.3, 0.3]",1,,
111,1652304183000,1663844972580,Sam,Sleep in pregnancy,"*Get good sleep during pregnancy*

Good sleep is important for your health. 😴 You need 7 to 8 hours each night. Sleep keeps your mood steady, helps you to think clearly and make good decisions and prevents sickness.

Sleep problems won't harm you or baby, but it can make life feel more difficult. In the first 12 weeks of pregnancy, you may feel more tired than usual. As your pregnancy progresses, it may be more difficult to sleep comfortably with a larger belly. 🤰🏽

*What to do*
- Go to bed early ⏰,
- Avoid sleeping on your back after 20 weeks of pregnancy as it may increase the risk of stillbirth. Sleep on your side 🛌🏽 (ideally the left side) – it's more comfortable and improves blood flow, increasing the nutrients that reach your baby,
- If you are heavily pregnant, place a pillow between your bent legs and knees for a more comfortable position – or you could also place a pillow below your belly and behind your back,
- Don't drink alcohol or smoke cigarettes 🚭, this can disturb your sleep and harm baby,
- Avoid screens 📵 (including your phone) for an hour before going to bed.

*Reasons to go to the clinic* 🏥
Being unable to sleep could be a sign of depression or anxiety. This is nothing to be ashamed of. If you feel sad or anxious for more than 2 weeks, please visit the clinic to get advice from the nurse/midwife.","['sleep', 'during', 'pregnancy']","[0.3, 0.3, 0.3]",1,,
112,1652304489000,1663844955606,Sam,Maternity leave and UIF,"*Maternity leave and unemployment insurance*

If you are a working woman 👩🏽‍💼, you are entitled to 4 months of unpaid maternity leave. Your employer is legally obliged to hold your job open for you until you return from maternity leave. This 4-month period can only be reduced through a doctor's note stating that you are healthy enough to go back to work.

Maternity leave usually starts 1 month before baby's expected due date. 🗓️ But if you and your employer agree, you can work up to the time of your baby's birth.

*Unemployment Insurance*
If you have contributed to the Unemployment Insurance Fund (UIF), you can apply for benefits when you go on maternity leave. To qualify for the benefits, you should receive less than your normal wages 💵 while you are on maternity leave.

For more information on how to claim UIF, please tap this link: http://www.labour.gov.za/uif_how_claim_uif_maternity_benefits","['maternity', 'leave', 'money']","[0.3, 0.3, 0.3]",1,,
113,1652304700000,1663844928785,Sam,Practice contractions,"*Practice contractions (Braxton Hicks) prepare your body for birth*

For the last 2 months of your pregnancy, your womb will have gentle contractions that feel like a tightening of your stomach. These are called Braxton Hicks or practice contractions. They are nothing to worry about. Your body is getting ready to give birth. 🤰🏽

Practice contractions are irregular in terms of:
- how long each one lasts,
- how much time passes between each one,
- how intense or gentle they are.

*What to do*
- Take a shower or bath to relieve the pain 🛀🏽,
- Stay aware of your baby's movements.

*Reasons to go to the clinic/hospital* 🏥
- If the contractions become regular, longer or more intense,
- If there is bleeding,
- If your water breaks,
- If your baby is moving less then normal,
- If you are concerned.","['practice', 'contractions', 'reasons']","[0.3, 0.3, 0.3]",1,,
114,1652305045000,1663940863110,Sam,Bleeding in pregnancy,"*Bleeding during pregnancy*

*Early pregnancy (months 1-3)*
Light bleeding that doesn't last long is common, especially in the early weeks of pregnancy. It is nothing to worry about. There are many things that could cause bleeding at this stage, including sex, infection or changes in your body.

Note how much bleeding there is and what it looks like. Mention any bleeding to your healthcare worker.

Go to the clinic if you also have: 🏥
• cramps in your lower body
• severe nausea and vomiting

*Later pregnancy (months 4-9)*
Go to the clinic if you have any bleeding (light or heavy) in your 2nd or 3rd trimester.

Wear a pad to track how much you are bleeding. Notice what the bleeding looks like.

There are many things that could cause bleeding in later pregnancy, including pre-term labour.

Get immediate help if you have: ❗
• Severe pain or intense cramps low down
• Severe bleeding
• Discharge from the vagina that contains tissue
• Dizziness or fainting
• A fever","['bleeding', 'pregnancy']","[0.3, 0.3]",1,,
115,1652305297000,1665743067049,Sam,Late labour (after week 42),"*A post-term pregnancy is when baby comes after 42 weeks*

If you pass the 42nd week of pregnancy, your pregnancy is considered to be post-term (also called a prolonged or post-dates pregnancy). Generally, a full-term pregnancy is between 37 and 42 weeks, with 41 – 42 being late term.

A post-term pregnancy carries extra risks for you and your baby. From the 41st week of your pregnancy, you will have extra pregnancy check-ups. An induction (speeding up) of your labour will be scheduled. 📅

*Reasons to go to the clinic or hospital 🏥
- If you are 41 weeks pregnant, go to the clinic for an extra check-up and to schedule the induction of your labour,
- If your baby is moving less the normal,
- If you are concerned.","['late', 'term', 'post', 'due', 'over']","[0.3, 0.3, 0.3]",1,,
116,1652305558000,1663774231506,Sam,Bleeding after birth,"*Bleeding after birth*

*It's normal to bleed after the birth🩸*. Your body is cleaning out your womb. During the first few days after birth, bleeding is like a heavy period. The bleeding then slows down. First it turns brown like old blood, then spotting (irregular bleeding) follows. This may continue for 6 weeks after birth.

*Breastfeeding* 🤱🏽 your baby will help to shrink your womb and reduce bleeding. Make sure you have plenty of pads for the first few days when bleeding can be heavy.

*Reasons to go to the clinic or hospital* 🏥
- If the bleeding becomes lumpy/clotted or you bleed through 2 maternity pads in 1 hour,
- If the blood becomes smelly,
- If you develop a fever.","['bleeding', 'after', 'birth']","[0.3, 0.3, 0.3]",1,,
117,1652305816000,1665743422476,Sam,Time to go to the hospital for birth,"*When it's time to go to the clinic or hospital 🏥 for the birth*

During one of your ANC visits, the nurse/midwife will explain the signs of labour and when it's time for you to go to the clinic/hospital. Advice about when to go to the hospital during labour may be different for each woman's pregnancy.

*Generally, you should go when:*
- Your water breaks 💦
- You are bleeding 🩸
- Your contractions are 5 minutes apart lasting about 60 seconds ⏱️
- If you don't feel your baby move 🤰🏽
- If you are concerned 😕","['travel', 'signs', 'hospital', 'clinic', 'birth', 'time', 'ready', 'contractions']","[0.3, 0.3]",1,,
118,1652306575000,1663774333137,Sam,What to pack for birth,"*Pack a bag for the clinic/hospital*

If you haven't yet packed a bag for baby's birth, please do so now. 🎒If this is not your first baby, make arrangements for your other children for when you are in the hospital. Have a birth partner standing by, and arrange money and transport to the hospital.

*Please pack a hospital bag containing these items:*
- Money for transport and food 💵
- Your maternity record from the clinic 📋
- A towel, facecloth and toiletries like soap 🧼, sanitary (or maternal) pads, toothbrush, toothpaste.
- Baby wipes, nappies, bum cream 🧴, cotton wool and surgical spirits.
- Clean clothes 👚 (and slippers/slops) for yourself and clothes for your baby.
- A blanket, hat and socks 🧦 to keep baby warm when you are ready to go home again.

*Reply 'BABY'*
Please reply BABY when you have given birth. This means that MomConnect can send messages about caring for your baby.","['pack', 'labour']","[0.3, 0.3]",1,,
119,1652306741000,1663774413251,Sam,Labour pain,"*How to manage labour pain*

Labour is a natural process for your body. Even though it's painful, most women can handle it well. During your stay at the hospital, the nurse/midwife will take good care of you. 👩🏽‍⚕️ You will be guided safely through the delivery. For more support, ask that your birth partner stay close by for a while in case you need anything. Call your partner on the phone 🤳🏽 to share how your labour is progressing, and for emotional support.

*Pain relief during labour*
- Stay upright and walk around if you can🚶🏽‍♀️, or lean over a chair,
- Try to relax 💆🏽‍♀️ – staying calm makes labour easier,
- Breathe slowly and deeply through each contraction 🌬️,
- To relieve the pain, take a shower or bath 🛀🏽, listen to relaxing music, or change positions,
- Continue to eat 🥙 and drink 🚰 during labour,
- If you feel you need pain medication 💊, please ask the nurse/midwife to explain the available options. ","['manage', 'labour', 'pains']","[0.3, 0.3, 0.3]",1,,
